,Gender,Age Group,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
3175,Female,26-35,Married,Bihar,Eastern,Hospitality,Food,3,12036
3176,Male,51-55,Single,Andhra Pradesh,Southern,Banking,Furniture,1,12035
3177,Female,26-35,Married,Telangana,Southern,Others,Food,2,12035
3178,Female,46-50,Single,Karnataka,Southern,Healthcare,Food,3,12034
3179,Female,18-25,Married,Madhya Pradesh,Central,Hospitality,Food,3,12032
3180,Male,26-35,Married,Maharashtra,Western,IT Sector,Food,1,12032
3181,Female,46-50,Single,Uttar Pradesh,Central,Hospitality,Food,1,12031
3182,Male,26-35,Married,Uttar Pradesh,Central,Banking,Furniture,4,12030
3183,Male,18-25,Single,Himachal Pradesh,Northern,Healthcare,Food,1,12028
3184,Male,0-17,Married,Maharashtra,Western,Hospitality,Food,3,12027
3185,Female,36-45,Single,Andhra Pradesh,Southern,Banking,Food,2,12025
3186,Female,26-35,Single,Maharashtra,Western,Media,Food,4,12024
3187,Female,51-55,Married,Madhya Pradesh,Central,Govt,Food,4,12021
3188,Female,18-25,Single,Maharashtra,Western,Hospitality,Food,4,12021
3189,Female,46-50,Married,Karnataka,Southern,Banking,Food,1,12019
3190,Male,26-35,Married,Delhi,Central,Hospitality,Food,1,12017
3191,Female,26-35,Married,Karnataka,Southern,Govt,Food,1,12017
3192,Female,46-50,Single,Maharashtra,Western,Healthcare,Food,1,12017
3193,Female,26-35,Married,Uttar Pradesh,Central,Media,Food,4,12016
3194,Female,26-35,Single,Karnataka,Southern,Others,Furniture,2,12014
3195,Female,26-35,Single,Maharashtra,Western,Healthcare,Food,1,12014
3196,Female,26-35,Married,Haryana,Northern,Media,Food,2,12013
3197,Female,26-35,Single,Uttar Pradesh,Central,Others,Food,3,12013
3198,Female,46-50,Married,Karnataka,Southern,Media,Food,2,12012
3199,Male,51-55,Married,Madhya Pradesh,Central,Aviation,Food,3,12012
3200,Male,0-17,Married,Gujarat,Western,Healthcare,Food,2,12011
3201,Male,55+,Single,Uttar Pradesh,Central,Media,Furniture,1,12011
3202,Female,26-35,Single,Maharashtra,Western,IT Sector,Furniture,2,12010
3203,Female,0-17,Single,Uttar Pradesh,Central,Others,Food,4,12010
3204,Female,26-35,Single,Karnataka,Southern,Hospitality,Food,1,12009
3205,Male,36-45,Single,Uttar Pradesh,Central,Aviation,Furniture,4,12009
3206,Female,46-50,Married,Haryana,Northern,Others,Food,3,12008
3207,Female,26-35,Single,Maharashtra,Western,Others,Food,1,12007
3208,Female,36-45,Married,Maharashtra,Western,Others,Food,3,12006
3209,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Food,3,12006
3210,Male,36-45,Single,Bihar,Eastern,IT Sector,Food,2,12005
3211,Female,26-35,Married,Maharashtra,Western,Govt,Food,4,12001
3212,Female,51-55,Married,Uttar Pradesh,Central,Others,Food,4,12001
3213,Female,51-55,Single,Maharashtra,Western,Others,Food,2,11999
3214,Female,18-25,Single,Delhi,Central,Others,Food,4,11998
3215,Female,26-35,Single,Haryana,Northern,Others,Food,1,11996
3216,Female,26-35,Married,Kerala,Southern,Others,Furniture,1,11996
3217,Female,46-50,Married,Andhra Pradesh,Southern,IT Sector,Food,4,11992
3218,Female,18-25,Married,Delhi,Central,Aviation,Food,4,11992
3219,Female,46-50,Single,Maharashtra,Western,Hospitality,Food,2,11992
3220,Male,55+,Single,Uttar Pradesh,Central,Healthcare,Food,4,11992
3221,Male,36-45,Married,Maharashtra,Western,Others,Food,3,11991
3222,Female,46-50,Single,Maharashtra,Western,Others,Food,1,11990
3223,Female,18-25,Single,Karnataka,Southern,Aviation,Food,1,11989
3224,Female,55+,Married,Kerala,Southern,Others,Food,3,11989
3225,Female,26-35,Married,Maharashtra,Western,IT Sector,Food,3,11989
3226,Female,26-35,Single,Uttar Pradesh,Central,Media,Food,4,11989
3227,Female,26-35,Married,Haryana,Northern,Healthcare,Food,4,11988
3228,Female,18-25,Single,Jharkhand,Eastern,Hospitality,Food,1,11988
3229,Male,46-50,Single,Uttar Pradesh,Central,Aviation,Furniture,2,11987
3230,Female,18-25,Single,Karnataka,Southern,IT Sector,Food,3,11986
3231,Female,36-45,Married,Andhra Pradesh,Southern,IT Sector,Furniture,3,11985
3232,Female,26-35,Married,Jharkhand,Eastern,Banking,Food,4,11984
3233,Male,55+,Single,Andhra Pradesh,Southern,Healthcare,Food,1,11983
3234,Female,26-35,Single,Gujarat,Western,Healthcare,Food,1,11979
3235,Female,18-25,Single,Uttar Pradesh,Central,IT Sector,Food,2,11975
3236,Male,36-45,Single,Uttar Pradesh,Central,Others,Food,3,11974
3237,Male,0-17,Single,Jharkhand,Eastern,Healthcare,Food,2,11973
3238,Male,26-35,Single,Madhya Pradesh,Central,Media,Food,3,11973
3239,Male,26-35,Married,Uttar Pradesh,Central,Media,Food,1,11973
3240,Female,36-45,Single,Madhya Pradesh,Central,IT Sector,Food,1,11972
3241,Male,26-35,Married,Uttar Pradesh,Central,Others,Food,3,11972
3242,Female,26-35,Married,Gujarat,Western,Aviation,Food,2,11971
3243,Male,36-45,Married,Gujarat,Western,Healthcare,Furniture,1,11971
3244,Female,36-45,Single,Uttar Pradesh,Central,Others,Food,1,11971
3245,Female,36-45,Married,Uttar Pradesh,Central,Others,Food,4,11970
3246,Female,18-25,Single,Andhra Pradesh,Southern,Others,Food,3,11969
3247,Female,55+,Single,Uttar Pradesh,Central,Media,Food,4,11969
3248,Male,18-25,Single,Jharkhand,Eastern,Aviation,Furniture,1,11968
3249,Female,55+,Single,Delhi,Central,Healthcare,Food,1,11967
3250,Female,46-50,Married,Uttar Pradesh,Central,Banking,Food,3,11966
3251,Male,26-35,Married,Uttar Pradesh,Central,Healthcare,Food,3,11965
3252,Male,26-35,Married,Maharashtra,Western,Aviation,Food,3,11963
3253,Female,55+,Married,Maharashtra,Western,Others,Food,3,11963
3254,Female,26-35,Single,Delhi,Central,IT Sector,Food,2,11962
3255,Female,26-35,Single,Gujarat,Western,Aviation,Food,3,11962
3256,Female,36-45,Single,Maharashtra,Western,Aviation,Food,3,11962
3257,Female,26-35,Single,Haryana,Northern,Others,Food,4,11960
3258,Female,36-45,Single,Uttar Pradesh,Central,Others,Food,3,11960
3259,Female,18-25,Single,Uttar Pradesh,Central,Others,Food,2,11959
3260,Female,26-35,Married,Maharashtra,Western,Others,Food,4,11958
3261,Female,26-35,Single,Karnataka,Southern,Hospitality,Food,1,11957
3262,Female,36-45,Married,Uttar Pradesh,Central,Aviation,Furniture,1,11956
3263,Male,26-35,Married,Andhra Pradesh,Southern,IT Sector,Furniture,4,11954
3264,Female,55+,Single,Delhi,Central,Healthcare,Food,4,11954
3265,Male,26-35,Married,Kerala,Southern,Banking,Food,2,11953
3266,Female,18-25,Single,Bihar,Eastern,Others,Food,4,11951
3267,Female,18-25,Single,Himachal Pradesh,Northern,Banking,Furniture,1,11951
3268,Female,26-35,Single,Uttar Pradesh,Central,Govt,Food,2,11951
3269,Female,26-35,Single,Kerala,Southern,Healthcare,Food,4,11950
3270,Female,51-55,Married,Haryana,Northern,IT Sector,Food,3,11949
3271,Female,36-45,Single,Andhra Pradesh,Southern,Media,Food,2,11947
3272,Female,36-45,Married,Karnataka,Southern,Healthcare,Food,3,11947
3273,Female,26-35,Single,Madhya Pradesh,Central,Aviation,Food,1,11946
3274,Male,55+,Married,Delhi,Central,Others,Food,3,11944
3275,Male,18-25,Single,Madhya Pradesh,Central,Others,Food,2,11944
3276,Female,36-45,Married,Maharashtra,Western,Hospitality,Food,1,11943
3277,Female,51-55,Single,Himachal Pradesh,Northern,Hospitality,Food,3,11941
3278,Female,26-35,Single,Maharashtra,Western,Banking,Food,4,11940
3279,Female,46-50,Married,Uttar Pradesh,Central,Media,Food,1,11940
3280,Male,18-25,Single,Himachal Pradesh,Northern,Banking,Food,1,11939
3281,Female,0-17,Married,Maharashtra,Western,Banking,Food,1,11939
3282,Female,26-35,Married,Maharashtra,Western,Aviation,Food,3,11938
3283,Female,26-35,Married,Karnataka,Southern,IT Sector,Food,1,11936
3284,Female,36-45,Married,Maharashtra,Western,Media,Food,3,11936
3285,Male,18-25,Single,Himachal Pradesh,Northern,IT Sector,Food,2,11935
3286,Female,26-35,Married,Maharashtra,Western,Healthcare,Food,2,11935
3287,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Food,4,11935
3288,Male,36-45,Married,Delhi,Central,Healthcare,Food,1,11934
3289,Female,26-35,Single,Delhi,Central,Others,Food,3,11933
3290,Female,26-35,Single,Karnataka,Southern,Media,Food,3,11933
3291,Female,46-50,Single,Maharashtra,Western,IT Sector,Food,4,11933
3292,Female,55+,Single,Uttar Pradesh,Central,Media,Food,2,11933
3293,Male,55+,Married,Madhya Pradesh,Central,Others,Food,2,11931
3294,Female,36-45,Single,Maharashtra,Western,Media,Food,4,11930
3295,Female,51-55,Single,Maharashtra,Western,Govt,Food,2,11925
3296,Female,18-25,Single,Uttar Pradesh,Central,Healthcare,Food,3,11924
3297,Female,36-45,Single,Gujarat,Western,Others,Food,4,11923
3298,Male,26-35,Single,Kerala,Southern,Others,Food,4,11922
3299,Male,26-35,Married,Delhi,Central,Others,Food,2,11921
3300,Male,26-35,Married,Gujarat,Western,Others,Food,3,11921
3301,Male,36-45,Single,Madhya Pradesh,Central,Others,Food,2,11919
3302,Female,51-55,Married,Madhya Pradesh,Central,Hospitality,Food,2,11919
3303,Female,26-35,Single,Delhi,Central,Govt,Food,2,11915
3304,Female,18-25,Married,Haryana,Northern,Aviation,Food,3,11915
3305,Female,26-35,Single,Karnataka,Southern,Banking,Food,4,11912
3306,Male,18-25,Married,Himachal Pradesh,Northern,Others,Food,1,11911
3307,Male,18-25,Married,Telangana,Southern,Others,Food,3,11911
3308,Female,18-25,Single,Uttar Pradesh,Central,Banking,Food,1,11909
3309,Male,18-25,Married,Uttar Pradesh,Central,Banking,Food,2,11908
3310,Female,26-35,Married,Madhya Pradesh,Central,Hospitality,Food,3,11907
3311,Female,26-35,Single,Andhra Pradesh,Southern,Others,Food,4,11904
3312,Female,36-45,Married,Uttar Pradesh,Central,Healthcare,Food,1,11904
3313,Female,26-35,Single,Delhi,Central,IT Sector,Food,3,11903
3314,Female,46-50,Single,Madhya Pradesh,Central,Media,Food,3,11903
3315,Female,36-45,Married,Maharashtra,Western,Healthcare,Food,4,11903
3316,Female,18-25,Single,Gujarat,Western,Aviation,Food,2,11902
3317,Female,0-17,Married,Maharashtra,Western,Media,Food,1,11896
3318,Female,18-25,Single,Andhra Pradesh,Southern,Aviation,Food,2,11895
3319,Female,55+,Married,Madhya Pradesh,Central,Others,Food,4,11894
3320,Female,26-35,Married,Maharashtra,Western,Others,Food,1,11894
3321,Female,18-25,Single,Uttar Pradesh,Central,Hospitality,Food,2,11889
3322,Female,26-35,Single,Maharashtra,Western,Healthcare,Food,1,11888
3323,Male,26-35,Single,Delhi,Central,Others,Food,4,11887
3324,Male,36-45,Single,Himachal Pradesh,Northern,Others,Food,3,11885
3325,Female,18-25,Married,Telangana,Southern,Banking,Food,2,11885
3326,Female,18-25,Single,Uttar Pradesh,Central,Healthcare,Food,3,11884
3327,Female,18-25,Single,Maharashtra,Western,Aviation,Food,1,11883
3328,Male,51-55,Single,Uttar Pradesh,Central,IT Sector,Food,4,11883
3329,Female,26-35,Married,Karnataka,Southern,Govt,Food,1,11882
3330,Female,26-35,Single,Maharashtra,Western,IT Sector,Food,2,11882
3331,Female,26-35,Married,Haryana,Northern,Healthcare,Food,1,11881
3332,Female,36-45,Single,Kerala,Southern,Others,Food,3,11881
3333,Male,18-25,Single,Kerala,Southern,Others,Food,3,11880
3334,Female,36-45,Married,Karnataka,Southern,Others,Food,1,11878
3335,Female,36-45,Married,Maharashtra,Western,Govt,Food,2,11878
3336,Female,18-25,Single,Maharashtra,Western,IT Sector,Food,4,11877
3337,Female,18-25,Single,Karnataka,Southern,Others,Food,1,11874
3338,Female,18-25,Single,Karnataka,Southern,Others,Food,3,11873
3339,Female,36-45,Single,Uttar Pradesh,Central,Aviation,Food,1,11873
3340,Female,26-35,Married,Karnataka,Southern,Others,Food,1,11870
3341,Female,18-25,Married,Delhi,Central,IT Sector,Food,4,11869
3342,Female,51-55,Single,Andhra Pradesh,Southern,Banking,Food,2,11868
3343,Female,26-35,Married,Haryana,Northern,Healthcare,Food,3,11868
3344,Female,36-45,Married,Bihar,Eastern,Media,Food,2,11867
3345,Female,18-25,Single,Maharashtra,Western,Govt,Food,3,11865
3346,Male,18-25,Single,Maharashtra,Western,Govt,Food,4,11863
3347,Male,18-25,Married,Uttar Pradesh,Central,Others,Food,3,11863
3348,Female,36-45,Single,Uttar Pradesh,Central,IT Sector,Food,4,11863
3349,Male,36-45,Married,Uttar Pradesh,Central,Others,Food,4,11862
3350,Female,18-25,Single,Madhya Pradesh,Central,Others,Food,2,11861
3351,Male,36-45,Single,Karnataka,Southern,Hospitality,Food,1,11859
3352,Male,18-25,Single,Uttar Pradesh,Central,Healthcare,Food,3,11858
3353,Female,36-45,Single,Telangana,Southern,Others,Food,4,11856
3354,Male,26-35,Single,Gujarat,Western,Others,Food,3,11855
3355,Male,26-35,Married,Andhra Pradesh,Southern,Media,Food,2,11852
3356,Male,36-45,Married,Andhra Pradesh,Southern,Aviation,Food,4,11851
3357,Female,18-25,Married,Andhra Pradesh,Southern,Others,Food,4,11849
3358,Female,51-55,Single,Delhi,Central,Media,Food,2,11849
3359,Female,51-55,Single,Uttar Pradesh,Central,Banking,Food,2,11847
3360,Female,0-17,Single,Delhi,Central,IT Sector,Food,2,11846
3361,Female,18-25,Single,Maharashtra,Western,Others,Food,3,11845
3362,Female,18-25,Single,Maharashtra,Western,Banking,Food,4,11845
3363,Female,26-35,Single,Madhya Pradesh,Central,Others,Food,4,11844
3364,Male,36-45,Married,Madhya Pradesh,Central,Healthcare,Food,1,11843
3365,Male,26-35,Married,Uttar Pradesh,Central,Others,Food,3,11843
3366,Male,26-35,Married,Madhya Pradesh,Central,Healthcare,Food,2,11842
3367,Female,18-25,Married,Maharashtra,Western,Others,Food,2,11842
3368,Female,36-45,Single,Uttar Pradesh,Central,Others,Food,2,11842
3369,Female,26-35,Married,Gujarat,Western,IT Sector,Food,1,11839
3370,Female,26-35,Married,Uttar Pradesh,Central,Others,Food,3,11838
3371,Female,36-45,Married,Karnataka,Southern,Healthcare,Food,4,11837
3372,Female,0-17,Single,Gujarat,Western,Media,Food,4,11836
3373,Female,51-55,Single,Maharashtra,Western,Aviation,Food,2,11836
3374,Female,55+,Single,Maharashtra,Western,Others,Food,3,11836
3375,Female,18-25,Single,Maharashtra,Western,Healthcare,Food,4,11835
3376,Male,26-35,Married,Maharashtra,Western,Banking,Food,2,11835
3377,Female,46-50,Single,Uttar Pradesh,Central,Govt,Food,4,11833
3378,Female,36-45,Single,Delhi,Central,IT Sector,Food,4,11832
3379,Female,46-50,Single,Maharashtra,Western,Others,Food,3,11832
3380,Female,51-55,Married,Maharashtra,Western,Others,Food,1,11832
3381,Female,36-45,Single,Uttar Pradesh,Central,Others,Food,1,11831
3382,Female,36-45,Single,Madhya Pradesh,Central,Healthcare,Food,3,11828
3383,Female,26-35,Single,Maharashtra,Western,Banking,Food,2,11827
3384,Male,26-35,Married,Uttar Pradesh,Central,Hospitality,Food,1,11827
3385,Male,55+,Single,Uttar Pradesh,Central,IT Sector,Food,3,11827
3386,Male,26-35,Married,Jharkhand,Eastern,Aviation,Food,4,11825
3387,Male,18-25,Married,Rajasthan,Northern,Healthcare,Food,1,11825
3388,Female,26-35,Single,Haryana,Northern,Banking,Food,3,11824
3389,Female,26-35,Single,Maharashtra,Western,IT Sector,Food,1,11822
3390,Female,26-35,Single,Karnataka,Southern,Others,Food,1,11821
3391,Female,18-25,Single,Maharashtra,Western,IT Sector,Food,2,11820
3392,Male,26-35,Single,Maharashtra,Western,Others,Food,2,11820
3393,Female,51-55,Single,Madhya Pradesh,Central,IT Sector,Food,2,11819
3394,Male,26-35,Single,Himachal Pradesh,Northern,Aviation,Food,2,11818
3395,Male,18-25,Married,Maharashtra,Western,Hospitality,Food,4,11818
3396,Female,36-45,Married,Bihar,Eastern,Healthcare,Food,3,11814
3397,Male,26-35,Single,Haryana,Northern,Healthcare,Food,2,11813
3398,Female,26-35,Married,Maharashtra,Western,Healthcare,Food,2,11813
3399,Male,26-35,Married,Maharashtra,Western,Healthcare,Food,1,11812
3400,Male,26-35,Married,Maharashtra,Western,Hospitality,Food,1,11812
3401,Male,18-25,Married,Andhra Pradesh,Southern,Healthcare,Food,1,11811
3402,Female,36-45,Single,Haryana,Northern,Others,Food,2,11810
3403,Female,26-35,Married,Uttar Pradesh,Central,Hospitality,Food,1,11810
3404,Female,26-35,Single,Uttar Pradesh,Central,Others,Food,2,11810
3405,Female,18-25,Married,Andhra Pradesh,Southern,Banking,Food,1,11809
3406,Female,18-25,Married,Karnataka,Southern,IT Sector,Food,1,11806
3407,Female,55+,Single,Maharashtra,Western,Healthcare,Food,3,11806
3408,Male,36-45,Married,Uttar Pradesh,Central,IT Sector,Food,1,11805
3409,Male,36-45,Married,Punjab,Northern,IT Sector,Food,2,11804
3410,Female,46-50,Married,Himachal Pradesh,Northern,Healthcare,Food,3,11803
3411,Male,36-45,Married,Andhra Pradesh,Southern,IT Sector,Food,4,11801
3412,Female,46-50,Married,Madhya Pradesh,Central,Aviation,Food,2,11801
3413,Female,51-55,Married,Uttar Pradesh,Central,Others,Food,3,11801
3414,Female,26-35,Single,Gujarat,Western,Banking,Food,3,11800
3415,Female,36-45,Single,Maharashtra,Western,Banking,Food,2,11798
3416,Male,26-35,Married,Haryana,Northern,IT Sector,Food,2,11797
3417,Female,46-50,Single,Jharkhand,Eastern,Aviation,Food,2,11797
3418,Female,46-50,Single,Madhya Pradesh,Central,Aviation,Food,2,11797
3419,Female,18-25,Single,Uttar Pradesh,Central,IT Sector,Food,2,11797
3420,Female,26-35,Single,Madhya Pradesh,Central,Aviation,Food,4,11793
3421,Female,26-35,Single,Uttar Pradesh,Central,Aviation,Food,4,11792
3422,Female,36-45,Single,Uttar Pradesh,Central,Others,Food,1,11791
3423,Male,26-35,Married,Andhra Pradesh,Southern,Banking,Food,1,11789
3424,Female,55+,Married,Maharashtra,Western,Aviation,Food,4,11789
3425,Female,36-45,Single,Haryana,Northern,Aviation,Food,2,11788
3426,Female,26-35,Married,Karnataka,Southern,IT Sector,Food,3,11788
3427,Female,26-35,Single,Maharashtra,Western,Others,Food,1,11788
3428,Female,26-35,Married,Maharashtra,Western,Others,Food,2,11787
3429,Male,26-35,Single,Uttar Pradesh,Central,Others,Food,2,11787
3430,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Food,1,11787
3431,Female,26-35,Single,Bihar,Eastern,Govt,Food,1,11781
3432,Female,18-25,Single,Maharashtra,Western,Others,Food,4,11781
3433,Female,51-55,Single,Andhra Pradesh,Southern,Media,Food,2,11780
3434,Female,36-45,Married,Bihar,Eastern,Others,Food,1,11779
3435,Male,26-35,Single,Jharkhand,Eastern,Others,Food,4,11778
3436,Female,18-25,Single,Maharashtra,Western,Healthcare,Food,1,11777
3437,Male,26-35,Single,Uttar Pradesh,Central,Others,Food,3,11775
3438,Female,46-50,Married,Madhya Pradesh,Central,IT Sector,Food,1,11774
3439,Female,26-35,Married,Delhi,Central,Govt,Food,2,11773
3440,Male,26-35,Married,Madhya Pradesh,Central,Others,Food,1,11772
3441,Female,18-25,Single,Maharashtra,Western,Govt,Food,1,11772
3442,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Food,2,11771
3443,Female,18-25,Married,Maharashtra,Western,Govt,Food,4,11770
3444,Female,26-35,Married,Andhra Pradesh,Southern,Banking,Food,3,11769
3445,Female,46-50,Married,Gujarat,Western,IT Sector,Food,4,11769
3446,Female,18-25,Single,Andhra Pradesh,Southern,Hospitality,Food,2,11767
3447,Female,51-55,Single,Madhya Pradesh,Central,Hospitality,Food,4,11765
3448,Female,26-35,Married,Karnataka,Southern,Aviation,Food,2,11764
3449,Female,36-45,Married,Telangana,Southern,Others,Food,1,11764
3450,Female,18-25,Single,Haryana,Northern,Healthcare,Food,2,11763
3451,Male,26-35,Single,Andhra Pradesh,Southern,Others,Food,4,11760
3452,Female,26-35,Single,Delhi,Central,IT Sector,Food,3,11759
3453,Female,18-25,Single,Rajasthan,Northern,Others,Food,3,11758
3454,Male,36-45,Married,Delhi,Central,Govt,Food,3,11756
3455,Female,26-35,Single,Gujarat,Western,Others,Food,4,11756
3456,Female,26-35,Married,Haryana,Northern,Media,Food,3,11756
3457,Female,46-50,Single,Karnataka,Southern,Others,Food,1,11756
3458,Female,46-50,Married,Maharashtra,Western,IT Sector,Food,3,11756
3459,Female,18-25,Married,Andhra Pradesh,Southern,Hospitality,Food,2,11755
3460,Female,36-45,Single,Maharashtra,Western,Govt,Food,3,11755
3461,Female,51-55,Single,Gujarat,Western,Healthcare,Food,1,11754
